mun_cod;municipio;uf;pais
410570;CLEVELANDIA;PR;Brasil
410600;CONGONHINHAS;PR;Brasil
410640;CORNELIO PROCOPIO;PR;Brasil
410645;CORONEL DOMINGOS SOARES;PR;Brasil
410650;CORONEL VIVIDA;PR;Brasil
410660;CRUZEIRO DO OESTE;PR;Brasil
410670;CRUZEIRO DO SUL;PR;Brasil
410685;CRUZMALTINA;PR;Brasil
410690;CURITIBA;PR;Brasil
410700;CURIUVA;PR;Brasil
410712;DIAMANTE DO SUL;PR;Brasil
410725;DOURADINA;PR;Brasil
410750;ENGENHEIRO BELTRAO;PR;Brasil
410752;ESPERANCA NOVA;PR;Brasil
410754;ESPIGAO ALTO DO IGUACU;PR;Brasil
410760;FAXINAL;PR;Brasil
410770;FENIX;PR;Brasil
410775;FIGUEIRA;PR;Brasil
410785;FLOR DA SERRA DO SUL;PR;Brasil
410790;FLORESTA;PR;Brasil
410810;FLORIDA;PR;Brasil
410840;FRANCISCO BELTRAO;PR;Brasil
410850;GENERAL CARNEIRO;PR;Brasil
251710;VARZEA;PB;Brasil
251740;ZABELE;PB;Brasil
260005;ABREU E LIMA;PE;Brasil
260020;AFRANIO;PE;Brasil
260030;AGRESTINA;PE;Brasil
260060;ALAGOINHA;PE;Brasil
260070;ALIANCA;PE;Brasil
260090;AMARAJI;PE;Brasil
260105;ARACOIABA;PE;Brasil
260130;BARRA DE GUABIRABA;PE;Brasil
260150;BELEM DE MARIA;PE;Brasil
260160;BELEM DE SAO FRANCISCO;PE;Brasil
260170;BELO JARDIM;PE;Brasil
260210;BOM CONSELHO;PE;Brasil
260230;BONITO;PE;Brasil
260270;BUENOS AIRES;PE;Brasil
260280;BUIQUE;PE;Brasil
260310;CACHOEIRINHA;PE;Brasil
260340;CALUMBI;PE;Brasil
260345;CAMARAGIBE;PE;Brasil
260350;CAMOCIM DE SAO FELIX;PE;Brasil
260380;CAPOEIRAS;PE;Brasil
260390;CARNAIBA;PE;Brasil
260415;CASINHAS;PE;Brasil
260420;CATENDE;PE;Brasil
260460;CONDADO;PE;Brasil
260480;CORTES;PE;Brasil
260515;DORMENTES;PE;Brasil
260520;ESCADA;PE;Brasil
260540;FEIRA NOVA;PE;Brasil
260560;FLORES;PE;Brasil
260570;FLORESTA;PE;Brasil
260580;FREI MIGUELINHO;PE;Brasil
260600;GARANHUNS;PE;Brasil
260610;GLORIA DO GOITA;PE;Brasil
260660;IBIMIRIM;PE;Brasil
260690;IGUARACI;PE;Brasil
260700;INAJA;PE;Brasil
260730;IPUBI;PE;Brasil
260760;ILHA DE ITAMARACA;PE;Brasil
260775;ITAPISSUMA;PE;Brasil
260805;JATOBA;PE;Brasil
260810;JOAO ALFREDO;PE;Brasil
260825;JUCATI;PE;Brasil
260860;LAGOA DO OURO;PE;Brasil
260870;LAGOA DOS GATOS;PE;Brasil
260875;LAGOA GRANDE;PE;Brasil
260900;MACAPARANA;PE;Brasil
260910;MACHADOS;PE;Brasil
260930;MIRANDIBA;PE;Brasil
260960;OLINDA;PE;Brasil
260970;OROBO;PE;Brasil
260980;OROCO;PE;Brasil
261000;PALMARES;PE;Brasil
261040;PARNAMIRIM;PE;Brasil
261080;PEDRA;PE;Brasil
261110;PETROLINA;PE;Brasil
261120;POCAO;PE;Brasil
261140;PRIMAVERA;PE;Brasil
261153;QUIXABA;PE;Brasil
261190;RIO FORMOSO;PE;Brasil
261200;SAIRE;PE;Brasil
261230;SALOA;PE;Brasil
261247;SANTA CRUZ DA BAIXA VERDE;PE;Brasil
261255;SANTA FILOMENA;PE;Brasil
261280;SANTA TEREZINHA;PE;Brasil
261290;SAO BENEDITO DO SUL;PE;Brasil
261340;SAO JOSE DA COROA GRANDE;PE;Brasil
261360;SAO JOSE DO EGITO;PE;Brasil
261370;SAO LOURENCO DA MATA;PE;Brasil
261390;SERRA TALHADA;PE;Brasil
261400;SERRITA;PE;Brasil
261410;SERTANIA;PE;Brasil
261450;SURUBIM;PE;Brasil
261470;TACAIMBO;PE;Brasil
261480;TACARATU;PE;Brasil
261520;TERRA NOVA;PE;Brasil
261540;TORITAMA;PE;Brasil
261550;TRACUNHAEM;PE;Brasil
261610;VERDEJANTE;PE;Brasil
261618;VERTENTE DO LERIO;PE;Brasil
261650;XEXEU;PE;Brasil
270020;ANADIA;AL;Brasil
270030;ARAPIRACA;AL;Brasil
270050;BARRA DE SANTO ANTONIO;AL;Brasil
270070;BATALHA;AL;Brasil
270090;BELO MONTE;AL;Brasil
270110;BRANQUINHA;AL;Brasil
270120;CACIMBINHAS;AL;Brasil
270150;CAMPO GRANDE;AL;Brasil
270160;CANAPI;AL;Brasil
270190;CHA PRETA;AL;Brasil
270200;COITE DO NOIA;AL;Brasil
270220;COQUEIRO SECO;AL;Brasil
270240;DELMIRO GOUVEIA;AL;Brasil
270260;FEIRA GRANDE;AL;Brasil
270290;GIRAU DO PONCIANO;AL;Brasil
270300;IBATEGUARA;AL;Brasil
270310;IGACI;AL;Brasil
521200;JAUPACI;GO;Brasil
521290;MARZAGAO;GO;Brasil
521350;MONTE ALEGRE DE GOIAS;GO;Brasil
521460;NIQUELANDIA;GO;Brasil
521525;NOVO PLANALTO;GO;Brasil
521600;PANAMA;GO;Brasil
313650;JORDANIA;MG;Brasil
313930;MANGA;MG;Brasil
314610;OURO PRETO;MG;Brasil
231220;SANTA QUITERIA;CE;Brasil
110002;ARIQUEMES;RO;Brasil
110010;GUAJARA-MIRIM;RO;Brasil
110020;PORTO VELHO;RO;Brasil
110030;VILHENA;RO;Brasil
130160;FONTE BOA;AM;Brasil
130353;PRESIDENTE FIGUEIREDO;AM;Brasil
150085;ANAPU;PA;Brasil
150190;BUJARU;PA;Brasil
150270;CONCEICAO DO ARAGUAIA;PA;Brasil
150330;IGARAPE-MIRI;PA;Brasil
150420;MARABA;PA;Brasil
150490;MUANA;PA;Brasil
150553;PARAUAPEBAS;PA;Brasil
150613;REDENCAO;PA;Brasil
150745;SAO GERALDO DO ARAGUAIA;PA;Brasil
150810;TUCURUI;PA;Brasil
160030;MACAPA;AP;Brasil
171430;NAZARE;TO;Brasil
210005;ACAILANDIA;MA;Brasil
210160;BARRA DO CORDA;MA;Brasil
210300;CAXIAS;MA;Brasil
210360;COROATA;MA;Brasil
210480;GRAJAU;MA;Brasil
210830;PENALVA;MA;Brasil
210900;PORTO FRANCO;MA;Brasil
211050;SAO BENTO;MA;Brasil
211150;SAO MATEUS DO MARANHAO;MA;Brasil
211280;VIANA;MA;Brasil
230250;BREJO SANTO;CE;Brasil
230410;CRATEUS;CE;Brasil
230445;FORTIM;CE;Brasil
230655;ITAREMA;CE;Brasil
230765;MARACANAU;CE;Brasil
230850;MOMBACA;CE;Brasil
231330;TAUA;CE;Brasil
231410;VICOSA DO CEARA;CE;Brasil
240340;EQUADOR;RN;Brasil
240940;PAU DOS FERROS;RN;Brasil
250100;ARARUNA;PB;Brasil
250320;CABEDELO;PB;Brasil
250480;COREMAS;PB;Brasil
250630;GUARABIRA;PB;Brasil
250970;MONTEIRO;PB;Brasil
251140;PICUI;PB;Brasil
251530;SAPE;PB;Brasil
251630;SUME;PB;Brasil
260260;BREJO DA MADRE DE DEUS;PE;Brasil
260940;MORENO;PE;Brasil
261090;PESQUEIRA;PE;Brasil
261620;VERTENTES;PE;Brasil
270140;CAMPO ALEGRE;AL;Brasil
270430;MACEIO;AL;Brasil
270670;PENEDO;AL;Brasil
270860;SAO MIGUEL DOS CAMPOS;AL;Brasil
280210;ESTANCIA;SE;Brasil
290040;AGUA FRIA;BA;Brasil
290110;AMELIA RODRIGUES;BA;Brasil
290200;ARACATU;BA;Brasil
290280;BARRA DA ESTIVA;BA;Brasil
290370;BOA NOVA;BA;Brasil
290430;BREJOES;BA;Brasil
290510;CAEM;BA;Brasil
290700;CARDEAL DA SILVA;BA;Brasil
290755;CATURAMA;BA;Brasil
290880;CONTENDAS DO SINCORA;BA;Brasil
290970;CRISTOPOLIS;BA;Brasil
291030;ELISIO MEDRADO;BA;Brasil
291165;GUAJERU;BA;Brasil
291185;HELIOPOLIS;BA;Brasil
291330;ICHU;BA;Brasil
291360;ILHEUS;BA;Brasil
291460;IRECE;BA;Brasil
291520;ITAGIBA;BA;Brasil
291580;ITAMBE;BA;Brasil
291720;ITUACU;BA;Brasil
291750;JACOBINA;BA;Brasil
291880;LAJE;BA;Brasil
291930;LENCOIS;BA;Brasil
291992;MADRE DE DEUS;BA;Brasil
230360;CATARINA;CE;Brasil
230600;IRACEMA;CE;Brasil
230690;JAGUARIBE;CE;Brasil
230880;MORAUJO;CE;Brasil
292420;PEDRO ALEXANDRE;BA;Brasil
292440;PILAO ARCADO;BA;Brasil
292467;PIRAI DO NORTE;BA;Brasil
292490;PLANALTINO;BA;Brasil
292510;POCOES;BA;Brasil
292530;PORTO SEGURO;BA;Brasil
292550;PRADO;BA;Brasil
292580;QUEIMADAS;BA;Brasil
292595;RAFAEL JAMBEIRO;BA;Brasil
292600;REMANSO;BA;Brasil
292610;RETIROLANDIA;BA;Brasil
292620;RIACHAO DAS NEVES;BA;Brasil
292630;RIACHAO DO JACUIPE;BA;Brasil
292650;RIBEIRA DO AMPARO;BA;Brasil
292660;RIBEIRA DO POMBAL;BA;Brasil
292665;RIBEIRAO DO LARGO;BA;Brasil
292680;RIO DO ANTONIO;BA;Brasil
292700;RIO REAL;BA;Brasil
292750;SANTA BARBARA;BA;Brasil
292760;SANTA BRIGIDA;BA;Brasil
292770;SANTA CRUZ CABRALIA;BA;Brasil
292800;SANTALUZ;BA;Brasil
292820;SANTANA;BA;Brasil
292850;SANTA TERESINHA;BA;Brasil
292860;SANTO AMARO;BA;Brasil
292890;SAO DESIDERIO;BA;Brasil
292895;SAO DOMINGOS;BA;Brasil
292900;SAO FELIX;BA;Brasil
292920;SAO FRANCISCO DO CONDE;BA;Brasil
292930;SAO GONCALO DOS CAMPOS;BA;Brasil
292970;SATIRO DIAS;BA;Brasil
292990;SEABRA;BA;Brasil
293000;SEBASTIAO LARANJEIRAS;BA;Brasil
293020;SENTO SE;BA;Brasil
293030;SERRA DOURADA;BA;Brasil
293077;SOBRADINHO;BA;Brasil
293080;SOUTO SOARES;BA;Brasil
293105;TANQUE NOVO;BA;Brasil
293110;TANQUINHO;BA;Brasil
293120;TAPEROA;BA;Brasil
293130;TAPIRAMUTA;BA;Brasil
293135;TEIXEIRA DE FREITAS;BA;Brasil
293150;TEOFILANDIA;BA;Brasil
293180;TREMEDAL;BA;Brasil
293190;TUCANO;BA;Brasil
293210;UBAIRA;BA;Brasil
293240;UIBAI;BA;Brasil
293260;URANDI;BA;Brasil
293300;VALENTE;BA;Brasil
293315;VARZEA NOVA;BA;Brasil
293317;VARZEDO;BA;Brasil
293320;VERA CRUZ;BA;Brasil
293330;VITORIA DA CONQUISTA;BA;Brasil
293340;WAGNER;BA;Brasil
310020;ABAETE;MG;Brasil
310040;ACAIACA;MG;Brasil
310060;AGUA BOA;MG;Brasil
310070;AGUA COMPRIDA;MG;Brasil
310090;AGUAS FORMOSAS;MG;Brasil
310100;AGUAS VERMELHAS;MG;Brasil
310150;ALEM PARAIBA;MG;Brasil
310160;ALFENAS;MG;Brasil
310163;ALFREDO VASCONCELOS;MG;Brasil
310180;ALPERCATA;MG;Brasil
310190;ALPINOPOLIS;MG;Brasil
310210;ALTO RIO DOCE;MG;Brasil
310230;ALVINOPOLIS;MG;Brasil
310260;ANDRADAS;MG;Brasil
310270;CACHOEIRA DE PAJEU;MG;Brasil
310285;ANGELANDIA;MG;Brasil
310290;ANTONIO CARLOS;MG;Brasil
310340;ARACUAI;MG;Brasil
310360;ARANTINA;MG;Brasil
310375;ARAPORA;MG;Brasil
310390;ARAUJOS;MG;Brasil
310410;ARCEBURGO;MG;Brasil
310420;ARCOS;MG;Brasil
310445;ARICANDUVA;MG;Brasil
310450;ARINOS;MG;Brasil
310470;ATALEIA;MG;Brasil
310490;BAEPENDI;MG;Brasil
310530;BANDEIRA DO SUL;MG;Brasil
310540;BARAO DE COCAIS;MG;Brasil
310590;BARROSO;MG;Brasil
310600;BELA VISTA DE MINAS;MG;Brasil
310610;BELMIRO BRAGA;MG;Brasil
310620;BELO HORIZONTE;MG;Brasil
310650;BERILO;MG;Brasil
310660;BERTOPOLIS;MG;Brasil
310670;BETIM;MG;Brasil
310680;BIAS FORTES;MG;Brasil
310700;BIQUINHAS;MG;Brasil
310720;BOCAINA DE MINAS;MG;Brasil
310780;BOM JESUS DO GALHO;MG;Brasil
310800;BOM SUCESSO;MG;Brasil
310810;BONFIM;MG;Brasil
310830;BORDA DA MATA;MG;Brasil
310840;BOTELHOS;MG;Brasil
420990;LONTRAS;SC;Brasil
421003;LUZERNA;SC;Brasil
421010;MAFRA;SC;Brasil
421030;MAJOR VIEIRA;SC;Brasil
421050;MARAVILHA;SC;Brasil
421060;MASSARANDUBA;SC;Brasil
421085;MIRIM DOCE;SC;Brasil
421105;MONTE CARLO;SC;Brasil
421140;NOVA ERECHIM;SC;Brasil
421160;NOVA VENEZA;SC;Brasil
421165;NOVO HORIZONTE;SC;Brasil
421170;ORLEANS;SC;Brasil
421180;OURO;SC;Brasil
421185;OURO VERDE;SC;Brasil
421200;PALMA SOLA;SC;Brasil
421210;PALMITOS;SC;Brasil
421220;PAPANDUVA;SC;Brasil
421227;PASSOS MAIA;SC;Brasil
421240;PEDRAS GRANDES;SC;Brasil
421260;PERITIBA;SC;Brasil
421270;PETROLANDIA;SC;Brasil
421290;PINHALZINHO;SC;Brasil
421330;PONTE ALTA;SC;Brasil
421335;PONTE ALTA DO NORTE;SC;Brasil
421350;PORTO BELO;SC;Brasil
421370;POUSO REDONDO;SC;Brasil
421410;PRESIDENTE NEREU;SC;Brasil
421420;QUILOMBO;SC;Brasil
421430;RANCHO QUEIMADO;SC;Brasil
421450;RIO DO CAMPO;SC;Brasil
421490;RIO FORTUNA;SC;Brasil
421500;RIO NEGRINHO;SC;Brasil
421505;RIO RUFINO;SC;Brasil
421510;RODEIO;SC;Brasil
421535;SALTINHO;SC;Brasil
421550;SANTA CECILIA;SC;Brasil
421555;SANTA HELENA;SC;Brasil
421567;SANTA TEREZINHA;SC;Brasil
421568;SANTA TEREZINHA DO PROGRESSO;SC;Brasil
421575;SAO BERNARDINO;SC;Brasil
421590;SAO BONIFACIO;SC;Brasil
421600;SAO CARLOS;SC;Brasil
421610;SAO DOMINGOS;SC;Brasil
421625;SAO JOAO DO OESTE;SC;Brasil
421635;SAO JOAO DO ITAPERIU;SC;Brasil
421640;SAO JOAO DO SUL;SC;Brasil
421660;SAO JOSE;SC;Brasil
421690;SAO LOURENCO DO OESTE;SC;Brasil
421710;SAO MARTINHO;SC;Brasil
421715;SAO MIGUEL DA BOA VISTA;SC;Brasil
421725;SAO PEDRO DE ALCANTARA;SC;Brasil
421730;SAUDADES;SC;Brasil
421755;SERRA ALTA;SC;Brasil
421790;TANGARA;SC;Brasil
421800;TIJUCAS;SC;Brasil
421810;TIMBE DO SUL;SC;Brasil
421835;TREVISO;SC;Brasil
421860;TROMBUDO CENTRAL;SC;Brasil
421880;TURVO;SC;Brasil
421885;UNIAO DO OESTE;SC;Brasil
421900;URUSSANGA;SC;Brasil
421910;VARGEAO;SC;Brasil
421917;VARGEM BONITA;SC;Brasil
421940;WITMARSUM;SC;Brasil
421985;ZORTEA;SC;Brasil
430010;AGUDO;RS;Brasil
430020;AJURICABA;RS;Brasil
430040;ALEGRETE;RS;Brasil
430045;ALEGRIA;RS;Brasil
430055;ALTO ALEGRE;RS;Brasil
430063;AMARAL FERRADOR;RS;Brasil
430064;AMETISTA DO SUL;RS;Brasil
430070;ANTA GORDA;RS;Brasil
430080;ANTONIO PRADO;RS;Brasil
430090;ARATIBA;RS;Brasil
430100;ARROIO DO MEIO;RS;Brasil
430110;ARROIO DOS RATOS;RS;Brasil
430130;ARROIO GRANDE;RS;Brasil
430150;AUGUSTO PESTANA;RS;Brasil
430170;BARAO DE COTEGIPE;RS;Brasil
430175;BARAO DO TRIUNFO;RS;Brasil
430187;BARRA DO QUARAI;RS;Brasil
430190;BARRA DO RIBEIRO;RS;Brasil
430195;BARRA FUNDA;RS;Brasil
430200;BARROS CASSAL;RS;Brasil
231135;QUIXELO;CE;Brasil
231200;SANTANA DO ACARAU;CE;Brasil
240120;ARES;RN;Brasil
240260;CEARA-MIRIM;RN;Brasil
240375;FERNANDO PEDROZA;RN;Brasil
240680;LAJES PINTADAS;RN;Brasil
240810;NATAL;RN;Brasil
240920;PASSAGEM;RN;Brasil
241200;SAO GONCALO DO AMARANTE;RN;Brasil
241220;SAO JOSE DE MIPIBU;RN;Brasil
241490;VICOSA;RN;Brasil
250073;AMPARO;PB;Brasil
250180;BAYEUX;PB;Brasil
250190;BELEM;PB;Brasil
250407;CARAUBAS;PB;Brasil
250610;FAGUNDES;PB;Brasil
250690;ITABAIANA;PB;Brasil
250855;LOGRADOURO;PB;Brasil
251080;PATOS;PB;Brasil
251110;PEDRA LAVRADA;PB;Brasil
251210;POMBAL;PB;Brasil
251300;SALGADINHO;PB;Brasil
251394;SAO DOMINGOS DO CARIRI;PB;Brasil
251620;SOUSA;PB;Brasil
251660;TAVARES;PB;Brasil
260190;BEZERROS;PE;Brasil
260410;CARUARU;PE;Brasil
260450;CHA GRANDE;PE;Brasil
260780;ITAQUITINGA;PE;Brasil
260890;LIMOEIRO;PE;Brasil
261030;PARANATAMA;PE;Brasil
261070;PAULISTA;PE;Brasil
261330;SAO JOAQUIM DO MONTE;PE;Brasil
261580;TUPANATINGA;PE;Brasil
270040;ATALAIA;AL;Brasil
270170;CAPELA;AL;Brasil
270210;COLONIA LEOPOLDINA;AL;Brasil
270320;IGREJA NOVA;AL;Brasil
270410;LAGOA DA CANOA;AL;Brasil
270630;PALMEIRA DOS INDIOS;AL;Brasil
270642;PARICONHA;AL;Brasil
270650;PASSO DE CAMARAGIBE;AL;Brasil
270730;PORTO CALVO;AL;Brasil
270820;SAO BRAS;AL;Brasil
270910;TAQUARANA;AL;Brasil
280020;AQUIDABA;SE;Brasil
310690;BICAS;MG;Brasil
310750;BOM JARDIM DE MINAS;MG;Brasil
310790;BOM REPOUSO;MG;Brasil
310825;BONITO DE MINAS;MG;Brasil
310850;BOTUMIRIM;MG;Brasil
310880;BRAUNAS;MG;Brasil
310940;BURITIZEIRO;MG;Brasil
310970;CACHOEIRA DE MINAS;MG;Brasil
311010;CAIANA;MG;Brasil
311030;CALDAS;MG;Brasil
311100;CAMPESTRE;MG;Brasil
311130;CAMPO DO MEIO;MG;Brasil
311180;CANAPOLIS;MG;Brasil
311205;CANTAGALO;MG;Brasil
311270;CAPITAO ENEAS;MG;Brasil
311310;CARANAIBA;MG;Brasil
311350;CARBONITA;MG;Brasil
311440;CARMO DO RIO CLARO;MG;Brasil
311480;CARVALHOS;MG;Brasil
311535;CATAS ALTAS;MG;Brasil
311580;CENTRALINA;MG;Brasil
311620;CHIADOR;MG;Brasil
311680;COLUNA;MG;Brasil
311710;CONCEICAO DA APARECIDA;MG;Brasil
311780;CONCEICAO DOS OUROS;MG;Brasil
311810;CONGONHAS DO NORTE;MG;Brasil
311850;CONSOLACAO;MG;Brasil
311920;COROACI;MG;Brasil
311960;CORONEL PACHECO;MG;Brasil
312000;CORREGO NOVO;MG;Brasil
312083;CUPARAQUE;MG;Brasil
312110;DELFIM MOREIRA;MG;Brasil
312130;DESCOBERTO;MG;Brasil
312180;DIONISIO;MG;Brasil
312235;DIVISA ALEGRE;MG;Brasil
312247;DOM BOSCO;MG;Brasil
312270;DOM SILVERIO;MG;Brasil
312320;DORES DO INDAIA;MG;Brasil
312360;ELOI MENDES;MG;Brasil
312380;ENGENHEIRO NAVARRO;MG;Brasil
312450;ESTIVA;MG;Brasil
312510;EXTREMA;MG;Brasil
312550;SAO GONCALO DO RIO PRETO;MG;Brasil
312580;FERNANDES TOURINHO;MG;Brasil
312660;FRANCISCO DUMONT;MG;Brasil
312690;FREI INOCENCIO;MG;Brasil
312705;FRONTEIRA DOS VALES;MG;Brasil
312735;GLAUCILANDIA;MG;Brasil
312740;GONCALVES;MG;Brasil
312790;GRUPIARA;MG;Brasil
312825;GUARACIAMA;MG;Brasil
312850;GUARARA;MG;Brasil
312960;IBIAI;MG;Brasil
313000;IBITURUNA;MG;Brasil
313020;IGARATINGA;MG;Brasil
313065;INDAIABIRA;MG;Brasil
313120;IPANEMA;MG;Brasil
313160;IRAI DE MINAS;MG;Brasil
313250;ITAMARANDIBA;MG;Brasil
313330;ITAOBIM;MG;Brasil
313400;ITINGA;MG;Brasil
313480;JACUI;MG;Brasil
313510;JANAUBA;MG;Brasil
313540;JECEABA;MG;Brasil
313600;JOAIMA;MG;Brasil
316870;TIMOTEO;MG;Brasil
316910;TOLEDO;MG;Brasil
316970;TURMALINA;MG;Brasil
317005;UBAPORANGA;MG;Brasil
317043;UNIAO DE MINAS;MG;Brasil
317060;VARGEM BONITA;MG;Brasil
317080;VARZEA DA PALMA;MG;Brasil
317115;VERMELHO NOVO;MG;Brasil
317160;VIRGEM DA LAPA;MG;Brasil
317210;VOLTA GRANDE;MG;Brasil
320035;ALTO RIO NOVO;ES;Brasil
320170;CONCEICAO DO CASTELO;ES;Brasil
320225;GOVERNADOR LINDENBERG;ES;Brasil
320260;ICONHA;ES;Brasil
320280;ITAPEMIRIM;ES;Brasil
320310;JERONIMO MONTEIRO;ES;Brasil
320360;MUCURICI;ES;Brasil
320425;PONTO BELO;ES;Brasil
320450;SANTA LEOPOLDINA;ES;Brasil
320495;SAO ROQUE DO CANAA;ES;Brasil
320515;VILA PAVAO;ES;Brasil
330023;ARMACAO DOS BUZIOS;RJ;Brasil
330060;BOM JESUS DO ITABAPOANA;RJ;Brasil
330100;CAMPOS DOS GOYTACAZES;RJ;Brasil
330130;CASIMIRO DE ABREU;RJ;Brasil
330180;ENGENHEIRO PAULO DE FRONTIN;RJ;Brasil
330225;ITATIAIA;RJ;Brasil
330240;MACAE;RJ;Brasil
330280;MENDES;RJ;Brasil
330300;MIRACEMA;RJ;Brasil
330380;PARATI;RJ;Brasil
330430;RIO BONITO;RJ;Brasil
330460;SANTA MARIA MADALENA;RJ;Brasil
330500;SAO JOAO DA BARRA;RJ;Brasil
330530;SAO SEBASTIAO DO ALTO;RJ;Brasil
330560;SILVA JARDIM;RJ;Brasil
330610;VALENCA;RJ;Brasil
410860;GOIOERE;PR;Brasil
410865;GOIOXIM;PR;Brasil
410880;GUAIRA;PR;Brasil
410895;GUAMIRANGA;PR;Brasil
410900;GUAPIRAMA;PR;Brasil
410940;GUARAPUAVA;PR;Brasil
410960;GUARATUBA;PR;Brasil
410970;IBAITI;PR;Brasil
410980;IBIPORA;PR;Brasil
411005;IGUATU;PR;Brasil
411007;IMBAU;PR;Brasil
411020;INACIO MARTINS;PR;Brasil
411030;INAJA;PR;Brasil
411050;IPIRANGA;PR;Brasil
411065;IRACEMA DO OESTE;PR;Brasil
411090;ITAGUAJE;PR;Brasil
411100;ITAMBARACA;PR;Brasil
411110;ITAMBE;PR;Brasil
411130;ITAUNA DO SUL;PR;Brasil
411155;IVATE;PR;Brasil
411160;IVATUBA;PR;Brasil
411190;JAGUAPITA;PR;Brasil
411200;JAGUARIAIVA;PR;Brasil
411210;JANDAIA DO SUL;PR;Brasil
411240;JAPURA;PR;Brasil
411250;JARDIM ALEGRE;PR;Brasil
411270;JATAIZINHO;PR;Brasil
411275;JESUITAS;PR;Brasil
411290;JUNDIAI DO SUL;PR;Brasil
411300;JUSSARA;PR;Brasil
411320;LAPA;PR;Brasil
411325;LARANJAL;PR;Brasil
411340;LEOPOLIS;PR;Brasil
411370;LONDRINA;PR;Brasil
411380;LUPIONOPOLIS;PR;Brasil
411390;MALLET;PR;Brasil
421055;MAREMA;SC;Brasil
421070;MATOS COSTA;SC;Brasil
421090;MODELO;SC;Brasil
421125;MORRO GRANDE;SC;Brasil
421145;NOVA ITABERABA;SC;Brasil
421175;OTACILIO COSTA;SC;Brasil
421190;PALHOCA;SC;Brasil
421205;PALMEIRA;SC;Brasil
421250;PENHA;SC;Brasil
421280;BALNEARIO PICARRAS;SC;Brasil
421315;PLANALTO ALEGRE;SC;Brasil
421340;PONTE SERRADA;SC;Brasil
421390;PRESIDENTE CASTELLO BRANCO;SC;Brasil
421415;PRINCESA;SC;Brasil
421460;RIO DO OESTE;SC;Brasil
421507;RIQUEZA;SC;Brasil
421530;SALETE;SC;Brasil
421540;SALTO VELOSO;SC;Brasil
421565;SANTA ROSA DO SUL;SC;Brasil
421569;SANTIAGO DO SUL;SC;Brasil
421605;SAO CRISTOVAO DO SUL;SC;Brasil
421630;SAO JOAO BATISTA;SC;Brasil
421650;SAO JOAQUIM;SC;Brasil
421700;SAO LUDGERO;SC;Brasil
421720;SAO MIGUEL DO OESTE;SC;Brasil
421740;SCHROEDER;SC;Brasil
421775;SUL BRASIL;SC;Brasil
421840;TREZE DE MAIO;SC;Brasil
421870;TUBARAO;SC;Brasil
421890;URUBICI;SC;Brasil
421915;VARGEM;SC;Brasil
421935;VITOR MEIRELES;SC;Brasil
421960;XAVANTINA;SC;Brasil
430003;ACEGUA;RS;Brasil
430030;ALECRIM;RS;Brasil
430050;ALPESTRE;RS;Brasil
430060;ALVORADA;RS;Brasil
430066;ANDRE DA ROCHA;RS;Brasil
430085;ARAMBARE;RS;Brasil
430105;ARROIO DO SAL;RS;Brasil
430120;ARROIO DO TIGRE;RS;Brasil
430155;AUREA;RS;Brasil
430165;BARAO;RS;Brasil
430180;BARRACAO;RS;Brasil
430192;BARRA DO RIO AZUL;RS;Brasil
430210;BENTO GONCALVES;RS;Brasil
430222;BOA VISTA DO CADEADO;RS;Brasil
430235;BOM PRINCIPIO;RS;Brasil
430245;BOQUEIRAO DO LEAO;RS;Brasil
430270;BUTIA;RS;Brasil
430290;CACEQUI;RS;Brasil
430340;CAICARA;RS;Brasil
430370;CAMPINA DAS MISSOES;RS;Brasil
270330;INHAPI;AL;Brasil
430400;CAMPO NOVO;RS;Brasil
431333;NOVA RAMADA;RS;Brasil
431339;NOVO CABRAIS;RS;Brasil
431340;NOVO HAMBURGO;RS;Brasil
431346;NOVO XINGU;RS;Brasil
431350;OSORIO;RS;Brasil
431365;PALMARES DO SUL;RS;Brasil
431380;PALMITINHO;RS;Brasil
431390;PANAMBI;RS;Brasil
431402;PARAISO DO SUL;RS;Brasil
431405;PAROBE;RS;Brasil
431406;PASSA SETE;RS;Brasil
431410;PASSO FUNDO;RS;Brasil
431413;PAULO BENTO;RS;Brasil
431420;PEDRO OSORIO;RS;Brasil
431430;PEJUCARA;RS;Brasil
431445;PINHAL;RS;Brasil
431447;PINHAL GRANDE;RS;Brasil
431460;PIRATINI;RS;Brasil
431475;POCO DAS ANTAS;RS;Brasil
431477;PONTAO;RS;Brasil
431480;PORTAO;RS;Brasil
431500;PORTO LUCENA;RS;Brasil
431513;POUSO NOVO;RS;Brasil
431514;PRESIDENTE LUCENA;RS;Brasil
431520;PUTINGA;RS;Brasil
431531;QUATRO IRMAOS;RS;Brasil
431540;REDENTORA;RS;Brasil
431545;RELVADO;RS;Brasil
431560;RIO GRANDE;RS;Brasil
431570;RIO PARDO;RS;Brasil
431580;ROCA SALES;RS;Brasil
431590;RODEIO BONITO;RS;Brasil
431610;RONDA ALTA;RS;Brasil
431630;ROQUE GONZALES;RS;Brasil
431643;SALDANHA MARINHO;RS;Brasil
431112;JAQUIRANA;RS;Brasil
431125;LAGOAO;RS;Brasil
431140;LAJEADO;RS;Brasil
431162;LINDOLFO COLLOR;RS;Brasil
431171;MACAMBARA;RS;Brasil
431175;MANOEL VIANA;RS;Brasil
431198;MARIANA PIMENTEL;RS;Brasil
431213;MATO CASTELHANO;RS;Brasil
